,tavg,tmin,tmax,zip,date,park
Yankee Stadium2010-10-18T00:00:00,13.6,9.4,17.8,10462,2010-10-18T00:00:00,Yankee Stadium
Yankee Stadium2010-10-19T00:00:00,13.4,9.2,17.7,10462,2010-10-19T00:00:00,Yankee Stadium
Yankee Stadium2010-10-20T00:00:00,13.3,9.1,17.5,10462,2010-10-20T00:00:00,Yankee Stadium
Yankee Stadium2010-10-21T00:00:00,13.1,8.9,17.3,10462,2010-10-21T00:00:00,Yankee Stadium
Yankee Stadium2010-10-22T00:00:00,12.9,8.8,17.2,10462,2010-10-22T00:00:00,Yankee Stadium
Yankee Stadium2010-10-23T00:00:00,12.8,8.6,17.0,10462,2010-10-23T00:00:00,Yankee Stadium
Yankee Stadium2010-10-24T00:00:00,12.7,8.5,16.8,10462,2010-10-24T00:00:00,Yankee Stadium
Yankee Stadium2010-10-25T00:00:00,12.5,8.3,16.6,10462,2010-10-25T00:00:00,Yankee Stadium
Yankee Stadium2010-10-26T00:00:00,12.3,8.2,16.4,10462,2010-10-26T00:00:00,Yankee Stadium
Yankee Stadium2010-10-27T00:00:00,12.2,8.1,16.3,10462,2010-10-27T00:00:00,Yankee Stadium
Yankee Stadium2010-10-28T00:00:00,12.0,7.9,16.1,10462,2010-10-28T00:00:00,Yankee Stadium
Yankee Stadium2010-10-29T00:00:00,11.8,7.8,15.9,10462,2010-10-29T00:00:00,Yankee Stadium
Yankee Stadium2010-10-30T00:00:00,11.7,7.7,15.7,10462,2010-10-30T00:00:00,Yankee Stadium
Yankee Stadium2010-10-31T00:00:00,11.6,7.5,15.6,10462,2010-10-31T00:00:00,Yankee Stadium
Yankee Stadium2010-11-01T00:00:00,11.4,7.4,15.3,10462,2010-11-01T00:00:00,Yankee Stadium
OAC Coliseum2010-03-01T00:00:00,11.8,7.5,16.1,94621,2010-03-01T00:00:00,OAC Coliseum
OAC Coliseum2010-03-02T00:00:00,11.8,7.6,16.2,94621,2010-03-02T00:00:00,OAC Coliseum
OAC Coliseum2010-03-03T00:00:00,11.9,7.6,16.2,94621,2010-03-03T00:00:00,OAC Coliseum
OAC Coliseum2010-03-04T00:00:00,11.9,7.6,16.2,94621,2010-03-04T00:00:00,OAC Coliseum
OAC Coliseum2010-03-05T00:00:00,11.9,7.6,16.3,94621,2010-03-05T00:00:00,OAC Coliseum
OAC Coliseum2010-03-06T00:00:00,12.0,7.6,16.3,94621,2010-03-06T00:00:00,OAC Coliseum
OAC Coliseum2010-03-07T00:00:00,12.0,7.7,16.4,94621,2010-03-07T00:00:00,OAC Coliseum
OAC Coliseum2010-03-08T00:00:00,12.1,7.7,16.4,94621,2010-03-08T00:00:00,OAC Coliseum
OAC Coliseum2010-03-09T00:00:00,12.1,7.7,16.5,94621,2010-03-09T00:00:00,OAC Coliseum
OAC Coliseum2010-03-10T00:00:00,12.1,7.7,16.6,94621,2010-03-10T00:00:00,OAC Coliseum
OAC Coliseum2010-03-11T00:00:00,12.2,7.7,16.6,94621,2010-03-11T00:00:00,OAC Coliseum
OAC Coliseum2010-03-12T00:00:00,12.2,7.8,16.7,94621,2010-03-12T00:00:00,OAC Coliseum
OAC Coliseum2010-03-13T00:00:00,12.2,7.8,16.7,94621,2010-03-13T00:00:00,OAC Coliseum
OAC Coliseum2010-03-14T00:00:00,12.3,7.8,16.8,94621,2010-03-14T00:00:00,OAC Coliseum
OAC Coliseum2010-03-15T00:00:00,12.3,7.8,16.8,94621,2010-03-15T00:00:00,OAC Coliseum
OAC Coliseum2010-03-16T00:00:00,12.4,7.8,16.9,94621,2010-03-16T00:00:00,OAC Coliseum
OAC Coliseum2010-03-17T00:00:00,12.4,7.8,17.0,94621,2010-03-17T00:00:00,OAC Coliseum
OAC Coliseum2010-03-18T00:00:00,12.4,7.8,17.1,94621,2010-03-18T00:00:00,OAC Coliseum
OAC Coliseum2010-03-19T00:00:00,12.5,7.9,17.1,94621,2010-03-19T00:00:00,OAC Coliseum
OAC Coliseum2010-03-20T00:00:00,12.6,7.9,17.2,94621,2010-03-20T00:00:00,OAC Coliseum
OAC Coliseum2010-03-21T00:00:00,12.6,7.9,17.3,94621,2010-03-21T00:00:00,OAC Coliseum
OAC Coliseum2010-03-22T00:00:00,12.7,7.9,17.4,94621,2010-03-22T00:00:00,OAC Coliseum
OAC Coliseum2010-03-23T00:00:00,12.7,7.9,17.4,94621,2010-03-23T00:00:00,OAC Coliseum
OAC Coliseum2010-03-24T00:00:00,12.8,8.0,17.6,94621,2010-03-24T00:00:00,OAC Coliseum
OAC Coliseum2010-03-25T00:00:00,12.8,8.0,17.6,94621,2010-03-25T00:00:00,OAC Coliseum
OAC Coliseum2010-03-26T00:00:00,12.9,8.1,17.7,94621,2010-03-26T00:00:00,OAC Coliseum
OAC Coliseum2010-03-27T00:00:00,12.9,8.1,17.8,94621,2010-03-27T00:00:00,OAC Coliseum
OAC Coliseum2010-03-28T00:00:00,13.0,8.1,17.9,94621,2010-03-28T00:00:00,OAC Coliseum
OAC Coliseum2010-03-29T00:00:00,13.1,8.1,17.9,94621,2010-03-29T00:00:00,OAC Coliseum
OAC Coliseum2010-03-30T00:00:00,13.1,8.2,18.1,94621,2010-03-30T00:00:00,OAC Coliseum
OAC Coliseum2010-03-31T00:00:00,13.2,8.2,18.2,94621,2010-03-31T00:00:00,OAC Coliseum
OAC Coliseum2010-04-01T00:00:00,13.2,8.3,18.2,94621,2010-04-01T00:00:00,OAC Coliseum
OAC Coliseum2010-04-02T00:00:00,13.3,8.3,18.3,94621,2010-04-02T00:00:00,OAC Coliseum
OAC Coliseum2010-04-03T00:00:00,13.4,8.3,18.4,94621,2010-04-03T00:00:00,OAC Coliseum
OAC Coliseum2010-04-04T00:00:00,13.4,8.4,18.5,94621,2010-04-04T00:00:00,OAC Coliseum
OAC Coliseum2010-04-05T00:00:00,13.5,8.4,18.6,94621,2010-04-05T00:00:00,OAC Coliseum
OAC Coliseum2010-04-06T00:00:00,13.6,8.5,18.7,94621,2010-04-06T00:00:00,OAC Coliseum
OAC Coliseum2010-04-07T00:00:00,13.6,8.6,18.7,94621,2010-04-07T00:00:00,OAC Coliseum
OAC Coliseum2010-04-08T00:00:00,13.7,8.6,18.8,94621,2010-04-08T00:00:00,OAC Coliseum
OAC Coliseum2010-04-09T00:00:00,13.8,8.7,18.9,94621,2010-04-09T00:00:00,OAC Coliseum
OAC Coliseum2010-04-10T00:00:00,13.8,8.7,18.9,94621,2010-04-10T00:00:00,OAC Coliseum
OAC Coliseum2010-04-11T00:00:00,13.9,8.8,19.0,94621,2010-04-11T00:00:00,OAC Coliseum
OAC Coliseum2010-04-12T00:00:00,13.9,8.8,19.1,94621,2010-04-12T00:00:00,OAC Coliseum
OAC Coliseum2010-04-13T00:00:00,14.0,8.9,19.2,94621,2010-04-13T00:00:00,OAC Coliseum
OAC Coliseum2010-04-14T00:00:00,14.1,8.9,19.2,94621,2010-04-14T00:00:00,OAC Coliseum
OAC Coliseum2010-04-15T00:00:00,14.2,9.0,19.3,94621,2010-04-15T00:00:00,OAC Coliseum
OAC Coliseum2010-04-16T00:00:00,14.2,9.1,19.3,94621,2010-04-16T00:00:00,OAC Coliseum
OAC Coliseum2010-04-17T00:00:00,14.3,9.1,19.4,94621,2010-04-17T00:00:00,OAC Coliseum
OAC Coliseum2010-04-18T00:00:00,14.3,9.2,19.4,94621,2010-04-18T00:00:00,OAC Coliseum
OAC Coliseum2010-04-19T00:00:00,14.3,9.3,19.4,94621,2010-04-19T00:00:00,OAC Coliseum
OAC Coliseum2010-04-20T00:00:00,14.4,9.3,19.5,94621,2010-04-20T00:00:00,OAC Coliseum
OAC Coliseum2010-04-21T00:00:00,14.4,9.4,19.5,94621,2010-04-21T00:00:00,OAC Coliseum
OAC Coliseum2010-04-22T00:00:00,14.5,9.4,19.6,94621,2010-04-22T00:00:00,OAC Coliseum
OAC Coliseum2010-04-23T00:00:00,14.6,9.5,19.6,94621,2010-04-23T00:00:00,OAC Coliseum
OAC Coliseum2010-04-24T00:00:00,14.6,9.6,19.6,94621,2010-04-24T00:00:00,OAC Coliseum
OAC Coliseum2010-04-25T00:00:00,14.6,9.6,19.6,94621,2010-04-25T00:00:00,OAC Coliseum
OAC Coliseum2010-04-26T00:00:00,14.7,9.7,19.6,94621,2010-04-26T00:00:00,OAC Coliseum
OAC Coliseum2010-04-27T00:00:00,14.7,9.7,19.7,94621,2010-04-27T00:00:00,OAC Coliseum
OAC Coliseum2010-04-28T00:00:00,14.7,9.8,19.7,94621,2010-04-28T00:00:00,OAC Coliseum
OAC Coliseum2010-04-29T00:00:00,14.8,9.8,19.7,94621,2010-04-29T00:00:00,OAC Coliseum
OAC Coliseum2010-04-30T00:00:00,14.8,9.9,19.7,94621,2010-04-30T00:00:00,OAC Coliseum
OAC Coliseum2010-05-01T00:00:00,14.8,9.9,19.7,94621,2010-05-01T00:00:00,OAC Coliseum
OAC Coliseum2010-05-02T00:00:00,14.8,10.0,19.7,94621,2010-05-02T00:00:00,OAC Coliseum
OAC Coliseum2010-05-03T00:00:00,14.9,10.1,19.7,94621,2010-05-03T00:00:00,OAC Coliseum
OAC Coliseum2010-05-04T00:00:00,14.9,10.1,19.7,94621,2010-05-04T00:00:00,OAC Coliseum
OAC Coliseum2010-05-05T00:00:00,14.9,10.2,19.7,94621,2010-05-05T00:00:00,OAC Coliseum
OAC Coliseum2010-05-06T00:00:00,14.9,10.2,19.7,94621,2010-05-06T00:00:00,OAC Coliseum
OAC Coliseum2010-05-07T00:00:00,14.9,10.2,19.7,94621,2010-05-07T00:00:00,OAC Coliseum
OAC Coliseum2010-05-08T00:00:00,15.0,10.3,19.7,94621,2010-05-08T00:00:00,OAC Coliseum
OAC Coliseum2010-05-09T00:00:00,15.0,10.3,19.7,94621,2010-05-09T00:00:00,OAC Coliseum
OAC Coliseum2010-05-10T00:00:00,15.0,10.4,19.7,94621,2010-05-10T00:00:00,OAC Coliseum
OAC Coliseum2010-05-11T00:00:00,15.1,10.4,19.7,94621,2010-05-11T00:00:00,OAC Coliseum
OAC Coliseum2010-05-12T00:00:00,15.1,10.4,19.7,94621,2010-05-12T00:00:00,OAC Coliseum
OAC Coliseum2010-05-13T00:00:00,15.1,10.5,19.7,94621,2010-05-13T00:00:00,OAC Coliseum
OAC Coliseum2010-05-14T00:00:00,15.1,10.6,19.7,94621,2010-05-14T00:00:00,OAC Coliseum
OAC Coliseum2010-05-15T00:00:00,15.1,10.6,19.7,94621,2010-05-15T00:00:00,OAC Coliseum
OAC Coliseum2010-05-16T00:00:00,15.2,10.6,19.7,94621,2010-05-16T00:00:00,OAC Coliseum
OAC Coliseum2010-05-17T00:00:00,15.2,10.7,19.7,94621,2010-05-17T00:00:00,OAC Coliseum
OAC Coliseum2010-05-18T00:00:00,15.2,10.7,19.8,94621,2010-05-18T00:00:00,OAC Coliseum
OAC Coliseum2010-05-19T00:00:00,15.3,10.7,19.8,94621,2010-05-19T00:00:00,OAC Coliseum
OAC Coliseum2010-05-20T00:00:00,15.3,10.8,19.8,94621,2010-05-20T00:00:00,OAC Coliseum
OAC Coliseum2010-05-21T00:00:00,15.3,10.8,19.8,94621,2010-05-21T00:00:00,OAC Coliseum
OAC Coliseum2010-05-22T00:00:00,15.4,10.8,19.9,94621,2010-05-22T00:00:00,OAC Coliseum
OAC Coliseum2010-05-23T00:00:00,15.4,10.9,19.9,94621,2010-05-23T00:00:00,OAC Coliseum
OAC Coliseum2010-05-24T00:00:00,15.4,10.9,19.9,94621,2010-05-24T00:00:00,OAC Coliseum
OAC Coliseum2010-05-25T00:00:00,15.5,11.0,20.0,94621,2010-05-25T00:00:00,OAC Coliseum
OAC Coliseum2010-05-26T00:00:00,15.6,11.0,20.1,94621,2010-05-26T00:00:00,OAC Coliseum
OAC Coliseum2010-05-27T00:00:00,15.6,11.1,20.1,94621,2010-05-27T00:00:00,OAC Coliseum
OAC Coliseum2010-05-28T00:00:00,15.7,11.1,20.2,94621,2010-05-28T00:00:00,OAC Coliseum
OAC Coliseum2010-05-29T00:00:00,15.7,11.2,20.2,94621,2010-05-29T00:00:00,OAC Coliseum
OAC Coliseum2010-05-30T00:00:00,15.8,11.2,20.3,94621,2010-05-30T00:00:00,OAC Coliseum
OAC Coliseum2010-05-31T00:00:00,15.8,11.3,20.4,94621,2010-05-31T00:00:00,OAC Coliseum
OAC Coliseum2010-06-01T00:00:00,15.9,11.3,20.4,94621,2010-06-01T00:00:00,OAC Coliseum
OAC Coliseum2010-06-02T00:00:00,15.9,11.4,20.5,94621,2010-06-02T00:00:00,OAC Coliseum
OAC Coliseum2010-06-03T00:00:00,16.0,11.4,20.6,94621,2010-06-03T00:00:00,OAC Coliseum
OAC Coliseum2010-06-04T00:00:00,16.1,11.5,20.7,94621,2010-06-04T00:00:00,OAC Coliseum
OAC Coliseum2010-06-05T00:00:00,16.2,11.6,20.8,94621,2010-06-05T00:00:00,OAC Coliseum
OAC Coliseum2010-06-06T00:00:00,16.2,11.6,20.8,94621,2010-06-06T00:00:00,OAC Coliseum
OAC Coliseum2010-06-07T00:00:00,16.3,11.7,20.9,94621,2010-06-07T00:00:00,OAC Coliseum
OAC Coliseum2010-06-08T00:00:00,16.3,11.7,21.0,94621,2010-06-08T00:00:00,OAC Coliseum
OAC Coliseum2010-06-09T00:00:00,16.4,11.8,21.1,94621,2010-06-09T00:00:00,OAC Coliseum
OAC Coliseum2010-06-10T00:00:00,16.5,11.8,21.2,94621,2010-06-10T00:00:00,OAC Coliseum
OAC Coliseum2010-06-11T00:00:00,16.6,11.9,21.2,94621,2010-06-11T00:00:00,OAC Coliseum
OAC Coliseum2010-06-12T00:00:00,16.6,11.9,21.3,94621,2010-06-12T00:00:00,OAC Coliseum
OAC Coliseum2010-06-13T00:00:00,16.7,12.0,21.4,94621,2010-06-13T00:00:00,OAC Coliseum
OAC Coliseum2010-06-14T00:00:00,16.7,12.1,21.4,94621,2010-06-14T00:00:00,OAC Coliseum
OAC Coliseum2010-06-15T00:00:00,16.8,12.1,21.5,94621,2010-06-15T00:00:00,OAC Coliseum
OAC Coliseum2010-06-16T00:00:00,16.9,12.2,21.6,94621,2010-06-16T00:00:00,OAC Coliseum
OAC Coliseum2010-06-17T00:00:00,16.9,12.2,21.6,94621,2010-06-17T00:00:00,OAC Coliseum
OAC Coliseum2010-06-18T00:00:00,16.9,12.3,21.7,94621,2010-06-18T00:00:00,OAC Coliseum
OAC Coliseum2010-06-19T00:00:00,17.0,12.3,21.7,94621,2010-06-19T00:00:00,OAC Coliseum
OAC Coliseum2010-06-20T00:00:00,17.1,12.4,21.8,94621,2010-06-20T00:00:00,OAC Coliseum
OAC Coliseum2010-06-21T00:00:00,17.1,12.4,21.8,94621,2010-06-21T00:00:00,OAC Coliseum
OAC Coliseum2010-06-22T00:00:00,17.2,12.5,21.8,94621,2010-06-22T00:00:00,OAC Coliseum
OAC Coliseum2010-06-23T00:00:00,17.2,12.6,21.8,94621,2010-06-23T00:00:00,OAC Coliseum
OAC Coliseum2010-06-24T00:00:00,17.2,12.6,21.9,94621,2010-06-24T00:00:00,OAC Coliseum
OAC Coliseum2010-06-25T00:00:00,17.3,12.6,21.9,94621,2010-06-25T00:00:00,OAC Coliseum
OAC Coliseum2010-06-26T00:00:00,17.3,12.7,21.9,94621,2010-06-26T00:00:00,OAC Coliseum
OAC Coliseum2010-06-27T00:00:00,17.3,12.7,21.9,94621,2010-06-27T00:00:00,OAC Coliseum
OAC Coliseum2010-06-28T00:00:00,17.3,12.7,21.9,94621,2010-06-28T00:00:00,OAC Coliseum
OAC Coliseum2010-06-29T00:00:00,17.3,12.8,21.9,94621,2010-06-29T00:00:00,OAC Coliseum
OAC Coliseum2010-06-30T00:00:00,17.3,12.8,21.9,94621,2010-06-30T00:00:00,OAC Coliseum
OAC Coliseum2010-07-01T00:00:00,17.3,12.8,21.8,94621,2010-07-01T00:00:00,OAC Coliseum
OAC Coliseum2010-07-02T00:00:00,17.3,12.9,21.8,94621,2010-07-02T00:00:00,OAC Coliseum
